address,latitude,longitude,geopoint
591 S FOURTH ST,35.131049,-90.050647,"35.131049, -90.050647"
0 FARROW,35.114072,-90.059178,"35.114072, -90.059178"
509 E OLIVE AVE,35.109912,-90.045373,"35.109912, -90.045373"
730 E ROANOKE,35.110319,-90.038097,"35.110319, -90.038097"
926 WOODLAWN,35.16622185,-90.03304681,"35.16622185, -90.03304681"
714 S PENDLETON,35.11251303,-89.96985823,"35.11251303, -89.96985823"
2280 NORMAN,35.17250538,-89.98120653,"35.17250538, -89.98120653"
2217 HUNTER,35.169552,-89.983355,"35.169552, -89.983355"
1539 POPE,35.17447974,-89.9568417,"35.17447974, -89.9568417"
100 DEMPSTER E.,35.085855,-90.059656,"35.085855, -90.059656"
1595 S PRESCOTT ST,35.087987,-89.950203,"35.087987, -89.950203"
2383 PECAN CL,35.081616,-89.983413,"35.081616, -89.983413"
1059 ETHEL,35.107387,-89.983593,"35.107387, -89.983593"
3691 STEELE ST,35.226313,-90.015133,"35.226313, -90.015133"
0 CHANDLER ST,35.211877,-89.991387,"35.211877, -89.991387"
0 HORNBEAM,35.208766,-89.974978,"35.208766, -89.974978"
3873 EAGLE NEST,35.252692,-89.93488,"35.252692, -89.93488"
408 TRIGG E.,35.112537,-90.048729,"35.112537, -90.048729"
1144 DECATUR ST,35.171326,-90.023571,"35.171326, -90.023571"
499 WICKS AVE,35.121163,-90.045404,"35.121163, -90.045404"
1413 WOODBINE ST,35.107972,-90.022219,"35.107972, -90.022219"
500 PLUM AVE,35.181389,-90.03972,"35.181389, -90.03972"
2340 GOLDEN,35.173241,-89.979159,"35.173241, -89.979159"
0 E ALICE AVE,35.094554,-90.034133,"35.094554, -90.034133"
2050 FARRINGTON,35.091673,-90.074213,"35.091673, -90.074213"
139 W MCKELLAR AVE,35.089324,-90.067648,"35.089324, -90.067648"
1460 ELOISE,35.086355,-90.014233,"35.086355, -90.014233"
4439 SUNNY VIEW DR,35.246905,-89.979644,"35.246905, -89.979644"
2797 WOODLAWN,35.201893,-89.997822,"35.201893, -89.997822"
0 AMERICAN WAY,35.076547,-89.921958,"35.076547, -89.921958"
46 BISCAYNE RD,35.062208,-90.065433,"35.062208, -90.065433"
MANSON RD,35.01115,-90.089655,"35.011150, -90.089655"
3393 FELTON RD,35.209057,-89.950256,"35.209057, -89.950256"
0 KIRBY-WHITTEN RD,35.242369,-89.83788,"35.242369, -89.83788"
337 E GASTON,35.11759205,-90.05091778,"35.11759205, -90.05091778"
661 JENNETTE PL,35.118271,-90.040097,"35.118271, -90.040097"
1079 N DUNLAP ST,35.17014,-90.02953,"35.170140, -90.029530"
1554 S MCMILLAN ST,35.104658,-90.042504,"35.104658, -90.042504"
191 VAAL,35.09822,-90.069149,"35.09822, -90.069149"
0 MARBLE,35.172973,-90.033824,"35.172973, -90.033824"
1496 MAPLEWOOD,35.177088,-89.978547,"35.177088, -89.978547"
1467 GOLD AVE,35.103482,-90.013801,"35.103482, -90.013801"
256 W DAVANT AVE,35.089254,-90.071436,"35.089254, -90.071436"
0 E MALLORY,35.08633475,-90.0611755,"35.08633475, -90.0611755"
922 JOEL,35.220973,-90.033477,"35.220973, -90.033477"
4440 BEACON HILL,35.246959,-89.977291,"35.246959, -89.977291"
0 RANGE LINE,35.22883,-89.97517,"35.22883, -89.97517"
3038 S GREEN RD,35.06578,-90.084815,"35.065780, -90.084815"
548 W HARAHAN RD,35.062935,-90.082441,"35.062935, -90.082441"
763 HARAHAN RD,35.062511,-90.089476,"35.062511, -90.089476"
0 HONDURAS,35.014705,-90.075432,"35.014705, -90.075432"
114 E UTAH,35.113339,-90.058544,"35.113339, -90.058544"
1036 ROZELLE ST,35.117552,-90.006062,"35.117552, -90.006062"
240 MODDER,35.098016,-90.070845,"35.098016, -90.070845"
3274 HENRY,35.160523,-89.951496,"35.160523, -89.951496"
205 FAIRVIEW DR,35.087817,-90.069804,"35.087817, -90.069804"
136 W NORWOOD,35.091713,-90.067451,"35.091713, -90.067451"
0 POPPEN,35.098774,-89.960341,"35.098774, -89.960341"
4550 WHITE OWL,35.24996085,-89.93348918,"35.24996085, -89.93348918"
3882 EAGLE NEST,35.25250695,-89.93443912,"35.25250695, -89.93443912"
1347 LATHAM,35.110601,-90.052463,"35.110601, -90.052463"
326 E CAMBRIDGE AVE,35.113524,-90.051317,"35.113524, -90.051317"
1128 JAMES ST,35.115916,-90.022672,"35.115916, -90.022672"
1597 CAMERON ST,35.103547,-90.049666,"35.103547, -90.049666"
1587 S ORLEANS ST,35.103693,-90.040966,"35.103693, -90.040966"
1496 DAVIS ST,35.177356,-89.988521,"35.177356, -89.988521"
2192 E CURRY AVE,35.180266,-89.983834,"35.180266, -89.983834"
1342 STANDRIDGE ST,35.172559,-89.971633,"35.172559, -89.971633"
0 SUNSET,35.174265,-89.959089,"35.174265, -89.959089"
0 FARMER,35.10512,-89.990754,"35.10512, -89.990754"
1953 S BELMAR,35.093981,-90.050718,"35.093981, -90.050718"
137 W MALLORY,35.08642487,-90.06734501,"35.08642487, -90.06734501"
0 SYBIL,35.01619351,-89.94773468,"35.01619351, -89.94773468"
880 W LITTLE WEAVER,35.055205,-90.0933,"35.055205, -90.0933"
0 WHITEHAVEN LN,35.017202,-90.040477,"35.017202, -90.040477"
0 PITTMAN,35.01704,-90.11555,"35.01704, -90.11555"
0 DILLARD,35.211955,-89.946894,"35.211955, -89.946894"
342 CAMBRIDGE,35.11364,-90.05093,"35.11364, -90.05093"
0 W UTAH AVE,35.113357,-90.07193,"35.113357, -90.07193"
0 RICHMOND,35.110631,-90.042974,"35.110631, -90.042974"
817 E BULLINGTON AVE,35.108769,-90.035402,"35.108769, -90.035402"
1171 DUNNAVANT ST,35.11462,-90.01604,"35.11462, -90.01604"
2655 SPOTTSWOOD AVE,35.113932,-89.973552,"35.113932, -89.973552"
1473 WEBB ST,35.106748,-90.038769,"35.106748, -90.038769"
0 PLEASANT CV,35.161487,-89.929277,"35.161487, -89.929277"
0 MCLEAN,35.16889139,-89.99694956,"35.16889139, -89.99694956"
2409 HUNTER AVE,35.169338,-89.976859,"35.169338, -89.976859"
1742 ORR,35.17998589,-89.95424663,"35.17998589, -89.95424663"
0 KANSAS,35.091124,-90.066597,"35.091124, -90.066597"
1936 SILVER,35.092522,-90.013868,"35.092522, -90.013868"
1360 CELLA,35.105638,-89.978405,"35.105638, -89.978405"
0 BOXTOWN RD,35.052054,-90.127779,"35.052054, -90.127779"
0 LOCKWOOD CV,35.210653,-89.913976,"35.210653, -89.913976"
585 WELLS AVE,35.17068,-90.03736,"35.17068, -90.03736"
1079 SOMERVILLE,35.117251,-90.026417,"35.117251, -90.026417"
878 E GRIFFITH PL,35.161696,-90.0285,"35.161696, -90.0285"
1645 PRESTON,35.102285,-90.050913,"35.102285, -90.050913"
1620 S ELY ST,35.102724,-90.04192,"35.102724, -90.041920"
1433 LAMBERT ST,35.17547,-89.98267,"35.17547, -89.98267"
1325 BRYAN,35.172224,-89.974637,"35.172224, -89.974637"
2472 CALVERT AVE,35.180249,-89.974529,"35.180249, -89.974529"
263 W FRANK,35.090653,-90.071674,"35.090653, -90.071674"
883 RUSSELL,35.159284,-89.970881,"35.159284, -89.970881"
4387 RANGE LINE RD,35.245435,-89.975969,"35.245435, -89.975969"
529 W NORA RD,35.053711,-90.091355,"35.053711, -90.091355"
616 HOWARD DR,35.01166,-90.0434,"35.01166, -90.0434"
0 N MISSISSIPPI,35.321115,-89.92099,"35.321115, -89.92099"
993 S FOURTH,35.120157,-90.051281,"35.120157, -90.051281"
1198 LATHAM,35.114697,-90.05219,"35.114697, -90.05219"
335 E LUCY AVE,35.113892,-90.051182,"35.113892, -90.051182"
437 E OLIVE,35.109995,-90.047863,"35.109995, -90.047863"
0 FLORIDA,35.114653,-90.062009,"35.114653, -90.062009"
499 WICKS,35.121163,-90.045404,"35.121163, -90.045404"
1128 JAMES,35.115916,-90.022671,"35.115916, -90.022671"
1581 WAVERLY,35.114265,-90.009668,"35.114265, -90.009668"
1486 MILLER,35.106439,-90.041129,"35.106439, -90.041129"
313 W DISON AVE,35.101126,-90.073097,"35.101126, -90.073097"
1571 PATTON ST,35.104503,-90.054137,"35.104503, -90.054137"
1061 N AVALON,35.16746384,-90.00445929,"35.16746384, -90.00445929"
1607 WARFORD,35.17644936,-89.96246919,"35.17644936, -89.96246919"
2158 DUBLIN,35.10376564,-89.99077192,"35.10376564, -89.99077192"
2079 BENFORD,35.090832,-90.073054,"35.090832, -90.073054"
20 W GAGE,35.08794,-90.06361,"35.08794, -90.06361"
136 E GAGE AVE,35.087838,-90.058486,"35.087838, -90.058486"
727 KING,35.060494,-90.088353,"35.060494, -90.088353"
3463 CYPRESS,35.1958407,-89.94819175,"35.1958407, -89.94819175"
0 CHAPEL,35.19602,-89.95482,"35.19602, -89.95482"
337 GASTON AVE,35.117592,-90.050918,"35.117592, -90.050918"
1382 SARDIS,35.10953,-90.04883,"35.10953, -90.04883"
587 WELLS AVE,35.17093,-90.03727,"35.17093, -90.03727"
1130 S LAUDERDALE ST,35.116353,-90.043049,"35.116353, -90.043049"
1264 S POND ST,35.112586,-90.038839,"35.112586, -90.038839"
968 BELLA PL,35.12023,-90.02509,"35.120230, -90.025090"
0 CUMMINGS ST,35.111177,-90.028262,"35.111177, -90.028262"
1045 ROZELLE ST,35.117247,-90.006739,"35.117247, -90.006739"
1478 KYLE,35.105508,-90.004569,"35.105508, -90.004569"
0 BRITTON,35.17959659,-89.98723453,"35.17959659, -89.98723453"
0 McADOO,35.140311,-89.960289,"35.140311, -89.960289"
3097 HOSKINS,35.103098,-89.959321,"35.103098, -89.959321"
2608 DONALD,35.074015,-90.010174,"35.074015, -90.010174"
3068 ST KITTS,35.209293,-89.99465,"35.209293, -89.99465"
1926 THE OAKS AVE,35.201434,-89.999508,"35.201434, -89.999508"
3011 S GREEN RD,35.066502,-90.085424,"35.066502, -90.085424"
0 HARAHAN,35.062425,-90.084889,"35.062425, -90.084889"
758 W GILLEAS RD,35.062052,-90.089326,"35.062052, -90.089326"
728 KING,35.061026,-90.088356,"35.061026, -90.088356"
555 HONDURAS,35.01409567,-90.08254609,"35.01409567, -90.08254609"
726 BULLINGTON,35.1094,-90.038157,"35.1094, -90.038157"
904 JACKSON,35.157341,-90.028411,"35.157341, -90.028411"
93 W KIRK AVE,35.099444,-90.065841,"35.099444, -90.065841"
103 W DISON,35.100862,-90.066106,"35.100862, -90.066106"
1357 WABASH AVE,35.10214,-90.017452,"35.10214, -90.017452"
1150 RAYMOND ST,35.106859,-89.981469,"35.106859, -89.981469"
3242 SINCLAIR ST,35.214044,-90.041828,"35.214044, -90.041828"
4493 SUNCREST,35.248382,-89.9788,"35.248382, -89.9788"
1019 W EYERS RD,35.051169,-90.098045,"35.051169, -90.098045"
0 FORD,35.00907,-90.0821,"35.00907, -90.0821"
606 HOWARD,35.011739,-90.043712,"35.011739, -90.043712"
3425 WARFORD ST,35.21912,-89.96352,"35.21912, -89.96352"
1320 MCMILLAN ST,35.111147,-90.041811,"35.111147, -90.041811"
1559 S ORLEANS,35.10437849,-90.04093722,"35.10437849, -90.04093722"
1747 RILE,35.099948,-90.07523,"35.099948, -90.07523"
1660 CARPENTER,35.17790382,-89.96273879,"35.17790382, -89.96273879"
1484 POPE,35.172899,-89.956349,"35.172899, -89.956349"
1606 LAKE GROVE,35.176336,-89.960815,"35.176336, -89.960815"
630 LEAVERT AVE,35.216864,-90.042878,"35.216864, -90.042878"
0 GREEN,35.06511,-90.084828,"35.06511, -90.084828"
882 W NORA RD,35.053727,-90.093411,"35.053727, -90.093411"
650 HONDURAS DR,35.01465,-90.0858,"35.01465, -90.0858"
5055 S BOWERS RD,35.01043,-90.10685,"35.01043, -90.10685"
0 WARFORD,35.203301,-89.956391,"35.203301, -89.956391"
276 GASTON AVE,35.118096,-90.052954,"35.118096, -90.052954"
403 E EDITH AVE,35.116599,-90.048607,"35.116599, -90.048607"
686 REGENT AVE,35.114782,-90.039346,"35.114782, -90.039346"
1339 GLENN ST,35.110532,-90.045375,"35.110532, -90.045375"
1410 GLEASON AVE,35.110869,-90.015293,"35.110869, -90.015293"
1128 N HOLMES ST,35.162945,-89.950721,"35.162945, -89.950721"
1801 EDWARD AVE,35.167629,-89.997441,"35.167629, -89.997441"
1616 BROOKINS,35.17661381,-89.95528677,"35.17661381, -89.95528677"
2119 DUBLIN,35.103441,-89.99215,"35.103441, -89.99215"
241 W FRANK,35.090576,-90.071006,"35.090576, -90.071006"
1674 RAYNER ST,35.09968,-90.01065,"35.09968, -90.01065"
2726 DEADRICK,35.104868,-89.971568,"35.104868, -89.971568"
3428 BRIDGE WAY,35.0444699,-89.94934113,"35.0444699, -89.94934113"
0 S ROSEBUD RD,35.063858,-90.067612,"35.063858, -90.067612"
0 W WALK,35.05251401,-90.09814288,"35.05251401, -90.09814288"
1219 W FIBER RD,35.05379,-90.10496,"35.05379, -90.10496"
0 OLD BROWNSVILLE,35.258435,-89.836617,"35.258435, -89.836617"
0 WOODWARD,35.108467,-90.02549,"35.108467, -90.02549"
1373 S COOPER,35.10818237,-89.99269753,"35.10818237, -89.99269753"
31 EDSEL,35.10659,-90.06347,"35.10659, -90.06347"
274 E WALDORF,35.105859,-90.053327,"35.105859, -90.053327"
1054 ATLANTIC,35.161008,-89.951815,"35.161008, -89.951815"
1005 N RICHERT ST,35.163578,-89.979722,"35.163578, -89.979722"
248 W FRANK AVE,35.09123,-90.07114,"35.09123, -90.07114"
2273 S MAIN,35.085149,-90.058585,"35.085149, -90.058585"
3066 ST DENNIS,35.209302,-89.995343,"35.209302, -89.995343"
0 NULL,35.00928098,-90.08759107,"35.00928098, -90.08759107"
0 S MART RD,35.04586,-90.04762,"35.04586, -90.04762"
0 GARVER RD,35.214196,-89.966153,"35.214196, -89.966153"
167 N BELLEVUE BLVD,35.14392,-90.0212,"35.14392, -90.0212"
867 MISSISSIPPI BLVD,35.123286,-90.04122,"35.123286, -90.04122"
1640 S MICHIGAN,35.102628,-90.057106,"35.102628, -90.057106"
1519 S MONTGOMERY,35.105067,-90.019932,"35.105067, -90.019932"
200 W DAVANT AV,35.08908,-90.06963,"35.08908, -90.06963"
0 MISSISSIPPI / BALL - (REAR),35.079912,-90.026168,"35.079912, -90.026168"
1460 CARLTON RD,35.07624,-90.014028,"35.076240, -90.014028"
574 KING,35.060946,-90.083168,"35.060946, -90.083168"
930 W CALVIN,35.053124,-90.095044,"35.053124, -90.095044"
1514 W FIELDS,35.049904,-90.114567,"35.049904, -90.114567"
410 LACLEDE AVE,35.118992,-90.048363,"35.118992, -90.048363"
547 E. MCLEMORE,35.115514,-90.043966,"35.115514, -90.043966"
1423 WILLIE MITCHELL BLVD,35.108369,-90.044163,"35.108369, -90.044163"
1535 VICTOR,35.10501295,-90.03832261,"35.10501295, -90.03832261"
199 W SILVERAGE AVE,35.098886,-90.069427,"35.098886, -90.069427"
243 W WALDORF AVE,35.104983,-90.07044,"35.104983, -90.070440"
1537 BARTON,35.10543,-90.05662,"35.10543, -90.05662"
3194 CRUMP,35.162829,-89.954298,"35.162829, -89.954298"
0 ESTRIDGE,35.145426,-89.918111,"35.145426, -89.918111"
0 THE OAKS,35.20164,-90.00293,"35.20164, -90.00293"
4388 RYAN ST,35.245434,-89.976344,"35.245434, -89.976344"
0 PINEDALE,35.20517616,-89.99809206,"35.20517616, -89.99809206"
2740 WOODLAWN TER,35.20022,-89.997045,"35.200220, -89.997045"
493 TUTON CV,35.032536,-90.080563,"35.032536, -90.080563"
705 E LUCY AVE,35.112923,-90.038876,"35.112923, -90.038876"
496 E ESSEX,35.103468,-90.045984,"35.103468, -90.045984"
1533 S ORLEANS ST,35.105135,-90.040911,"35.105135, -90.040911"
0 GAITHER,35.101963,-90.031712,"35.101963, -90.031712"
1626 ARKANSAS ST,35.103243,-90.070537,"35.103243, -90.070537"
2399 DEXTER,35.167929,-89.977287,"35.167929, -89.977287"
35 W FRANK AVE,35.090395,-90.064079,"35.090395, -90.064079"
0 BROOKLYN,35.10958665,-89.98015384,"35.10958665, -89.98015384"
3624 GILLIE,35.22451,-90.004541,"35.22451, -90.004541"
5015 S THIRD ST,35.011474,-90.098002,"35.011474, -90.098002"
1056 ROLAND,35.117011,-90.008439,"35.117011, -90.008439"
2067 E SOUTHERN,35.115648,-89.993532,"35.115648, -89.993532"
0 NATIONAL,35.15285,-89.947141,"35.15285, -89.947141"
0 E SMITH AVE,35.174822,-90.016356,"35.174822, -90.016356"
1435 N HYDE PARK BLVD,35.175599,-89.98465,"35.175599, -89.98465"
2204 GRIGGS AVE,35.176289,-89.983578,"35.176289, -89.983578"
2340 NORMAN,35.17247,-89.97912,"35.17247, -89.97912"
1517 ORR ST,35.1739,-89.95498,"35.1739, -89.95498"
0 FAIROAKS,35.16705,-89.940536,"35.16705, -89.940536"
1527 HAMILTON ST,35.103589,-89.978317,"35.103589, -89.978317"
198 W MCKELLAR,35.08968627,-90.06955206,"35.08968627, -90.06955206"
90 BODLEY,35.084858,-90.06001,"35.084858, -90.06001"
0 JONES,35.148897,-90.035299,"35.148897, -90.035299"
2955 BARRON,35.100089,-89.964139,"35.100089, -89.964139"
2440 SPARKS ST,35.078647,-90.012194,"35.078647, -90.012194"
0 RUGBY,35.206197,-90.001068,"35.206197, -90.001068"
3894 SCHOOLFIELD RD,35.231895,-89.968126,"35.231895, -89.968126"
4101 S MCCAIN RD,35.036826,-90.078891,"35.036826, -90.078891"
0 TULANE,35.000194,-90.043281,"35.000194, -90.043281"
4652 GARDEN WALK,35.25331075,-89.93504134,"35.25331075, -89.93504134"
0 MONTGOMERY,35.161197,-90.016857,"35.161197, -90.016857"
0 McLEMORE E.,35.115845,-90.059049,"35.115845, -90.059049"
1092 ARNOLD,35.117348,-90.041798,"35.117348, -90.041798"
1414 LEFLORE,35.108435,-90.039682,"35.108435, -90.039682"
968 BELLA,35.120236,-90.025096,"35.120236, -90.025096"
1628 S HUMBER,35.102723,-90.045065,"35.102723, -90.045065"
0 E PERSON,35.101288,-90.038886,"35.101288, -90.038886"
266 W KIRK AVE,35.10006,-90.071433,"35.10006, -90.071433"
2296 HUBBARD,35.17408,-89.980601,"35.17408, -89.980601"
1308 STANDRIDGE ST,35.171677,-89.971661,"35.171677, -89.971661"
1678 N CARPENTER ST,35.178351,-89.962692,"35.178351, -89.962692"
1217 E MALLORY AVE,35.085284,-90.022402,"35.085284, -90.022402"
1529 E DEMPSTER AVE,35.083991,-90.012061,"35.083991, -90.012061"
0 GREEN,35.06578,-90.084815,"35.06578, -90.084815"
260 GLENCOE RD,35.050828,-90.072793,"35.050828, -90.072793"
1438 LEFLORE PL,35.10778,-90.03969,"35.10778, -90.03969"
0 E TRIGG,35.11152519,-90.02801135,"35.11152519, -90.02801135"
1992 E NEDRA,35.17937819,-89.99067074,"35.17937819, -89.99067074"
1779 ELDRIDGE AVE,35.170612,-89.998013,"35.170612, -89.998013"
3042 SHANNON AVE,35.180555,-89.958642,"35.180555, -89.958642"
1470 ORR,35.17248,-89.954483,"35.17248, -89.954483"
0 PINEDALE,35.205355,-90.00222,"35.205355, -90.00222"
3058 S SAX RD,35.065233,-90.086303,"35.065233, -90.086303"
902 MT PISGAH RD,35.050669,-90.09408,"35.050669, -90.09408"
0 OLD AUSTIN PEAY HWY,35.20025,-89.92296,"35.20025, -89.92296"
1344 SARDIS,35.110591,-90.048793,"35.110591, -90.048793"
1339 ADELAIDE,35.11084861,-90.06157166,"35.11084861, -90.06157166"
319 MODDER AVE,35.098103,-90.073401,"35.098103, -90.073401"
1593 N HARRISON ST,35.179659,-89.977942,"35.179659, -89.977942"
1630 SUNSET,35.176966,-89.958958,"35.176966, -89.958958"
198 W MCKELLAR AVE,35.089686,-90.069552,"35.089686, -90.069552"
1480 HINDMAN,35.19351542,-90.01445173,"35.19351542, -90.01445173"
4506 SUNNY CV,35.24867,-89.97917,"35.24867, -89.97917"
307 E ESSEX,35.10334,-90.05228,"35.10334, -90.05228"
1668 PRESTON,35.101682,-90.050277,"35.101682, -90.050277"
1502 MCMILLAN ST,35.106066,-90.042318,"35.106066, -90.042318"
1654 N GAITHER,35.101622,-90.031089,"35.101622, -90.031089"
338 FIELDS AVE,35.10388,-90.073786,"35.10388, -90.073786"
1739 S FARRINGTON,35.100202,-90.074398,"35.100202, -90.074398"
1486 ARKANSAS ST,35.107095,-90.070232,"35.107095, -90.070232"
1098 ATLANTIC,35.162473,-89.951749,"35.162473, -89.951749"
1382 DORIS,35.101815,-90.016626,"35.101815, -90.016626"
2056 FARRINGTON,35.091536,-90.074219,"35.091536, -90.074219"
2562 DONALD,35.075338,-90.010135,"35.075338, -90.010135"
3018 S GREEN RD,35.066354,-90.084803,"35.066354, -90.084803"
0 WALK,35.05249823,-90.09771803,"35.05249823, -90.09771803"
4549 WHITE OWL,35.250333,-89.933479,"35.250333, -89.933479"
0 PALGRAVE LN,35.04668,-89.81451,"35.046680, -89.814510"
283 BULLINGTON AVE,35.10921,-90.053075,"35.109210, -90.053075"
0 KNEY,35.16566,-90.02339,"35.16566, -90.02339"
130 MAJUBA,35.0972008,-90.06710576,"35.0972008, -90.06710576"
132 W INGLE AVE,35.100578,-90.067018,"35.100578, -90.067018"
1679 S KANSAS ST,35.101593,-90.065249,"35.101593, -90.065249"
0 LIPFORD,35.146301,-89.963251,"35.146301, -89.963251"
0 TUNICA,35.17356297,-89.98639237,"35.17356297, -89.98639237"
1527 N SANDRIDGE ST,35.17778,-89.97211,"35.17778, -89.97211"
147 TEMPLE AVE,35.089999,-90.067797,"35.089999, -90.067797"
659 FRAYSER DR,35.215665,-90.041897,"35.215665, -90.041897"
0 RAINEY CV,35.207955,-90.013808,"35.207955, -90.013808"
0 DELP ST,35.030929,-89.928422,"35.030929, -89.928422"
115 W PEEBLES RD,35.066217,-90.067816,"35.066217, -90.067816"
3856 CAZASSA,35.0435814,-90.00210015,"35.0435814, -90.00210015"
3842 BLUE JAY,35.0438973,-90.0031773,"35.0438973, -90.00317729999999"
0 COVINGTON PIKE,35.187612,-89.897686,"35.187612, -89.897686"
3888 WHITE OWL,35.25324315,-89.93381033,"35.25324315, -89.93381033"
712 WILLIAMS,35.12252,-90.03809,"35.12252, -90.03809"
0 SHAW,35.117897,-90.039168,"35.117897, -90.039168"
935 TULLY ST,35.166716,-90.035256,"35.166716, -90.035256"
1489 S ORLEANS,35.106365,-90.040865,"35.106365, -90.040865"
1031 N WILLETT,35.166797,-90.006265,"35.166797, -90.006265"
2211 E CLAYTON AVE,35.17671,-89.9833,"35.17671, -89.9833"
1731 ASH ST,35.179771,-89.953847,"35.179771, -89.953847"
141 MCKELLAR W.,35.08935,-90.06765,"35.08935, -90.06765"
0 FRANK W.,35.09113,-90.06758,"35.09113, -90.06758"
136 E GAGE,35.087844,-90.058492,"35.087844, -90.058492"
2383 SARATOGA AVE,35.108968,-89.982808,"35.108968, -89.982808"
0 E CASCADE,35.205481,-89.992905,"35.205481, -89.992905"
655 W PEEBLES RD,35.066695,-90.085977,"35.066695, -90.085977"
37 W GEETER,35.0183336,-90.0650665,"35.0183336, -90.0650665"
5055 BOWERS RD,35.01043,-90.10685,"35.01043, -90.10685"
1301 ENGLEWOOD ST,35.11107,-90.02623,"35.11107, -90.02623"
701 LEATH ST,35.159746,-90.031803,"35.159746, -90.031803"
816 IOKA AVE,35.127211,-90.0345,"35.127211, -90.0345"
153 E MAJUBA AVE,35.096841,-90.067971,"35.096841, -90.067971"
3195 CRUMP,35.162413,-89.95392,"35.162413, -89.95392"
0 PLEASANT CV.,35.161487,-89.929277,"35.161487, -89.929277"
0 N KNEY ST,35.177253,-90.022495,"35.177253, -90.022495"
0 STONEWALL,35.1738171,-90.00693187,"35.1738171, -90.00693187"
1431 BRYAN ST,35.175126,-89.974536,"35.175126, -89.974536"
1340 ETHEL ST,35.10584,-89.98316,"35.10584, -89.98316"
0 SPRING,35.19384714,-89.94938646,"35.19384714, -89.94938646"
0 ST. ELMO,35.230969,-89.887546,"35.230969, -89.887546"
0 FLEET,35.12611,-90.03572,"35.12611, -90.03572"
0 THIRD,35.12035941,-90.05467829,"35.12035941, -90.05467829"
939 BREEDLOVE,35.165369,-90.022272,"35.165369, -90.022272"
245 W UTAH,35.113304,-90.070556,"35.113304, -90.070556"
1566 LATHAM,35.104467,-90.051331,"35.104467, -90.051331"
1524 S BARTON ST,35.105763,-90.056094,"35.105763, -90.056094"
0 E IVORY AVE,35.172228,-90.037009,"35.172228, -90.037009"
2355 GOLDEN AVE,35.172753,-89.978647,"35.172753, -89.978647"
0 SHASTA AVE,35.169126,-89.979934,"35.169126, -89.979934"
1389 ETHLYN,35.10432238,-90.0162818,"35.10432238, -90.0162818"
49 W GAGE AVE,35.087396,-90.064615,"35.087396, -90.064615"
1529 ELLISTON,35.08709,-90.01192,"35.08709, -90.01192"
893 N FRAYSER CIR,35.215674,-90.03417,"35.215674, -90.03417"
2840 BEECHMONT ST,35.203045,-90.001689,"35.203045, -90.001689"
3058 GREEN RD,35.06535,-90.084824,"35.065350, -90.084824"
730 HAZELWOOD,35.060025,-90.088443,"35.060025, -90.088443"
1301 W MARGARET RD,35.00702,-90.10699,"35.00702, -90.10699"
0 W NAVY CL,35.3390845,-89.8868821,"35.3390845, -89.8868821"
1428 S ORLEANS ST,35.108047,-90.040617,"35.108047, -90.040617"
1436 NIESE,35.10747,-90.02672,"35.10747, -90.02672"
1032 KYLE ST,35.117493,-90.004854,"35.117493, -90.004854"
199 INGLE AVE,35.100293,-90.069339,"35.100293, -90.069339"
1495 N TREZEVANT ST,35.1771,-89.9804,"35.1771, -89.9804"
2371 CHELSEA,35.17431445,-89.97805927,"35.17431445, -89.97805927"
2360 E HUNTER AVE,35.1699,-89.97858,"35.1699, -89.97858"
2966 SHANNON,35.18047,-89.961138,"35.18047, -89.961138"
3415 BUCHANAN AVE,35.16544,-89.946787,"35.165440, -89.946787"
4265 BARR AVE,35.0811,-89.92,"35.0811, -89.92"
HINDMAN,35.193604,-90.012154,"35.193604, -90.012154"
1334 W LONGCREST RD,35.00676,-90.10863,"35.00676, -90.10863"
0 PALGRAVE,35.04748,-89.81615,"35.04748, -89.81615"
792 BALTIMORE,35.110758,-89.972656,"35.110758, -89.972656"
0 HENRY AVE,35.160989,-89.949753,"35.160989, -89.949753"
1425 N MCNEIL ST,35.177481,-90.007652,"35.177481, -90.007652"
2275 SHASTA,35.16868,-89.98136,"35.16868, -89.98136"
3124 MT OLIVE,35.175305,-89.955975,"35.175305, -89.95597500000001"
3082 SHANNON AVE,35.180527,-89.957304,"35.180527, -89.957304"
247 W HOLLAND,35.092439,-90.071061,"35.092439, -90.071061"
3283 E GILL,35.059172,-90.057587,"35.059172, -90.057587"
422 N MANASSAS ST,35.152239,-90.033621,"35.152239, -90.033621"
0 SARATOGA AVE,35.109368,-89.983042,"35.109368, -89.983042"
4249 ARGONNE,35.241947,-89.995995,"35.241947, -89.995995"
694 W HARAHAN RD,35.063026,-90.087276,"35.063026, -90.087276"
4280 BROWNLEE,35.03211505,-90.02650793,"35.03211505, -90.02650793"
4629 WHITE OWL,35.252136,-89.933224,"35.252136, -89.933224"
338 E LACLEDE,35.119048,-90.050847,"35.119048, -90.050847"
975 KNEY,35.166505,-90.023312,"35.166505, -90.023312"
0 AZALIA,35.10845,-90.028271,"35.10845, -90.028271"
758 MARECHALNEIL ST,35.111565,-89.979263,"35.111565, -89.979263"
1607 BARNES,35.10283224,-90.02852384,"35.10283224, -90.02852384"
1621 HARRISON,35.180421,-89.977917,"35.180421, -89.977917"
1498 BOXWOOD ST,35.177229,-89.981037,"35.177229, -89.981037"
0 STANDRIDGE,35.177176,-89.971488,"35.177176, -89.971488"
