address,latitude,longitude,geopoint
3961 S MCCAIN,35.04051491,-90.0787248,"35.04051491, -90.0787248"
1149 MARGARET RD,35.010564,-90.102185,"35.010564, -90.102185"
348 RICHMOND,35.111565,-90.050834,"35.111565, -90.050834"
1607 PRESTON,35.103313,-90.050864,"35.103313, -90.050864"
1620 MCMILLAN,35.10281,-90.04263,"35.10281, -90.04263"
0 CAPITAL,35.175051,-90.015849,"35.175051, -90.015849"
0 AUSTIN ST,35.173089,-89.985382,"35.173089, -89.985382"
2957 MT OLIVE,35.174973,-89.96169,"35.174973, -89.96169"
606 BODLEY,35.084549,-90.042878,"35.084549, -90.042878"
943 BIRCH ST,35.161526,-89.976623,"35.161526, -89.976623"
887 RUSSELL CIR,35.15938,-89.97088,"35.15938, -89.97088"
SEMINOLE,35.105741,-89.96125,"35.105741, -89.96125"
856 DAVID ST,35.108768,-89.974265,"35.108768, -89.974265"
0 SHOWCASE,35.076425,-89.905615,"35.076425, -89.905615"
0 WHITEHAVEN LN,35.01613,-90.04242,"35.01613, -90.04242"
0 CLARK,35.027105,-89.87429,"35.027105, -89.87429"
221 W PERSON,35.101724,-90.070013,"35.101724, -90.070013"
1597 BOXWOOD ST,35.179836,-89.981576,"35.179836, -89.981576"
2716 ENTERPRISE,35.10738287,-89.97180582,"35.10738287, -89.97180582"
0,35.12963,-89.86937,"35.12963, -89.86937"
642 LEAVERT AVE,35.216853,-90.042478,"35.216853, -90.042478"
1020 E WICHITA,35.098687,-90.028781,"35.098687, -90.028781"
220 MAJUBA,35.097339,-90.070151,"35.097339, -90.070151"
0 TRAVIS,35.065194,-90.084146,"35.065194, -90.084146"
270 EDITH,35.11735,-90.05321,"35.11735, -90.05321"
192 CALDWELL,35.169143,-90.041369,"35.169143, -90.041369"
1201 DUNNAVANT ST,35.11373,-90.01615,"35.11373, -90.01615"
3278 HENRY,35.160519,-89.951264,"35.160519, -89.951264"
1500 LAKE GROVE,35.17341517,-89.9610213,"35.17341517, -89.9610213"
0 EASTERN,35.146258,-89.919469,"35.146258, -89.919469"
0 BALL - (REAR),35.080166,-90.026135,"35.080166, -90.026135"
1560 ONTARIO,35.19857,-90.011799,"35.19857, -90.011799"
942 DORIS AVE,35.10209,-90.03124,"35.10209, -90.03124"
0 PLEASANT CV.,35.161244,-89.929285,"35.161244, -89.929285"
2119 ERIE AVE,35.102157,-89.992238,"35.102157, -89.992238"
2944 BIRCHDALE,35.20614676,-90.00010131,"35.20614676, -90.00010131"
0 REDCOAT RD,35.216651,-89.959491,"35.216651, -89.959491"
0 HEDGINGTON - (REAR),35.027582,-89.811913,"35.027582, -89.811913"
1000 KNEY,35.16718387,-90.022618,"35.16718387, -90.022618"
1340 MICHIGAN ST,35.110918,-90.057905,"35.110918, -90.057905"
1486 S MCMILLAN ST,35.106549,-90.042422,"35.106549, -90.042422"
0 W FRANK,35.091049,-90.067748,"35.091049, -90.067748"
1292 AIRWAYS BLVD,35.110277,-89.984515,"35.110277, -89.984515"
0 SUPREME AVE,35.105683,-89.9717,"35.105683, -89.971700"
5046 BRECKENWOOD,35.26366558,-90.03089662,"35.26366558, -90.03089662"
725 SE MISSISSIPPI,35.12734625,-90.04421186,"35.12734625, -90.04421186"
388 E MCLEMORE AVE,35.116192,-90.049298,"35.116192, -90.049298"
661 EDITH,35.116419,-90.040122,"35.116419, -90.040122"
264 W PERSON AVE,35.102242,-90.071378,"35.102242, -90.071378"
1836 RILE ST,35.097583,-90.074817,"35.097583, -90.074817"
1556 S 3RD,35.104943,-90.055168,"35.104943, -90.055168"
0 HOLLYWOOD,35.18316,-89.975492,"35.18316, -89.975492"
0 CHELSEA AVE,35.173333,-89.956783,"35.173333, -89.956783"
0 BUNTYN,35.116939,-89.971409,"35.116939, -89.971409"
1846 S LAUDERDALE ST,35.09665,-90.04386,"35.09665, -90.04386"
3584 VANUYS,35.101492,-89.943082,"35.101492, -89.943082"
3109 HOSKINS RD,35.103804,-89.95856,"35.103804, -89.95856"
2684 PARK AVE,35.1084,-89.97279,"35.1084, -89.97279"
1913 DRIFTWOOD AVE,35.209859,-90.000047,"35.209859, -90.000047"
0 W HAZELWOOD RD,35.059478,-90.081144,"35.059478, -90.081144"
1020 E WICHITA AVE,35.098681,-90.028775,"35.098681, -90.028775"
0 HONDURAS,35.014106,-90.082192,"35.014106, -90.082192"
0 LUCY,35.114395,-90.051678,"35.114395, -90.051678"
1251 CHELSEA AVE,35.171331,-90.014381,"35.171331, -90.014381"
0 VOLLINTINE,35.16581,-90.01937,"35.16581, -90.01937"
0 E UTAH,35.11324,-90.05915,"35.11324, -90.05915"
820 E ROANOKE AVE,35.110269,-90.035144,"35.110269, -90.035144"
0 GREENWOOD,35.110148,-90.024675,"35.110148, -90.024675"
584 E WALDORF,35.10543,-90.043115,"35.10543, -90.043115"
175 W SILVERAGE AVE,35.098858,-90.068759,"35.098858, -90.068759"
1623 PATTON ST,35.103101,-90.054201,"35.103101, -90.054201"
6 BELZ CT,35.175071,-90.034911,"35.175071, -90.034911"
1722 OAKWOOD,35.183158,-89.97599,"35.183158, -89.97599"
2391 DEXTER,35.167935,-89.977556,"35.167935, -89.977556"
3061 CHELSEA,35.17347451,-89.95816195,"35.17347451, -89.95816195"
2144 WABASH,35.101862,-89.991445,"35.101862, -89.991445"
1473 SOUTH AVE,35.102784,-90.013531,"35.102784, -90.013531"
225 JOUBERT,35.0942,-90.07047,"35.0942, -90.07047"
253 W MCKELLAR,35.08967,-90.07139,"35.08967, -90.07139"
0 EASTERN DR,35.146258,-89.919469,"35.146258, -89.919469"
0 GUSTAVE,35.093647,-90.015476,"35.093647, -90.015476"
0 SPRING,35.193856,-89.949699,"35.193856, -89.949699"
0 OLD ALLEN,35.219369,-89.94702,"35.219369, -89.94702"
4650 GARDEN WALK,35.25326341,-89.93508744,"35.25326341, -89.93508744"
563 E ALSTON,35.12297372,-90.04332322,"35.12297372, -90.04332322"
1120 E TRIGG,35.111833,-90.024714,"35.111833, -90.024714"
2128 STOVALL AVE,35.179509,-89.986005,"35.179509, -89.986005"
1497 HUGENOT ST,35.104378,-89.977092,"35.104378, -89.977092"
1768 BENNING,35.09889425,-90.0478433,"35.09889425, -90.0478433"
2143 SPARKS,35.086808,-90.012111,"35.086808, -90.012111"
1389 CELLA,35.105484,-89.978848,"35.105484, -89.978848"
2270 THEDA,35.22084,-89.987927,"35.220840, -89.987927"
2785 WINDSOR PKWY,35.201627,-89.998028,"35.201627, -89.998028"
962 S FORD,35.12075845,-90.03757252,"35.12075845, -90.03757252"
1313 E EMPIRE,35.1735607,-90.01315594,"35.1735607, -90.01315594"
1319 DRIVER,35.111249,-90.046304,"35.111249, -90.046304"
328 INGLE,35.100824,-90.073543,"35.100824, -90.073543"
1811 FARRINGTON,35.098124,-90.074682,"35.098124, -90.074682"
1642 S KANSAS ST,35.102704,-90.06452,"35.102704, -90.064520"
782 ATLANTIC,35.153579,-89.952076,"35.153579, -89.952076"
1421 N BELLEVUE,35.178462,-90.017681,"35.178462, -90.017681"
1459 MAPLEWOOD ST,35.176077,-89.979236,"35.176077, -89.979236"
2486 E DEXTER AVE,35.168428,-89.974364,"35.168428, -89.974364"
0 N STANDRIDGE ST,35.175891,-89.972171,"35.175891, -89.972171"
2496 HEARD AVE,35.181194,-89.973676,"35.181194, -89.973676"
1425 ELVIS PRESLEY,35.107605,-90.02173,"35.107605, -90.02173"
0 FRANK W.,35.09113,-90.06774,"35.09113, -90.06774"
60 E GAGE,35.087877,-90.060969,"35.087877, -90.060969"
0 TCHULAHOMA,35.030327,-89.956911,"35.030327, -89.956911"
3222 AIRWAYS BLVD,35.061323,-89.990839,"35.061323, -89.990839"
0 BEECHMONT,35.20077,-90.003723,"35.20077, -90.003723"
2243 SLOCUM,35.209715,-89.98896,"35.209715, -89.98896"
1387 S MAIN ST,35.109566,-90.06025,"35.109566, -90.06025"
1231 DUNNAVANT,35.112852,-90.016095,"35.112852, -90.016095"
682 WHITTINGTON ST,35.113721,-89.980083,"35.113721, -89.980083"
0 GABAY,35.102406,-90.03997,"35.102406, -90.03997"
1543 MARJORIE ST,35.104874,-90.037464,"35.104874, -90.037464"
1770 S RILE ST,35.099455,-90.074786,"35.099455, -90.074786"
1515 BARTON ST,35.105975,-90.056605,"35.105975, -90.056605"
1604 S BARTON,35.103531,-90.056166,"35.103531, -90.056166"
1220 LOUISVILLE,35.17602,-90.01618,"35.17602, -90.01618"
1522 PILLOW,35.104836,-90.014747,"35.104836, -90.014747"
2291 S 3RD,35.084499,-90.057304,"35.084499, -90.057304"
3068 ST DENNIS,35.209376,-89.995278,"35.209376, -89.995278"
2911 GRUBER DR,35.231287,-89.96661,"35.231287, -89.966610"
4006 OAKSHIRE CV,35.03928,-90.09125,"35.03928, -90.09125"
0 GEETER,35.01858054,-90.06158867,"35.01858054, -90.06158867"
0 COOK,35.05349,-90.10938,"35.05349, -90.10938"
0 NEW BROWNSVILLE,35.23916545,-89.87878523,"35.23916545, -89.87878523"
264 CAMBRIDGE AVE,35.113614,-90.053567,"35.113614, -90.053567"
849 SPEED ST,35.161877,-90.013166,"35.161877, -90.013166"
1416 S ORLEANS,35.108445,-90.040602,"35.108445, -90.040602"
679 S PARKWAY BLVD,35.10696,-90.039864,"35.10696, -90.039864"
328 INGLE AVE,35.100824,-90.073543,"35.100824, -90.073543"
0 HOLLOWELL AVE,35.097854,-90.073349,"35.097854, -90.073349"
1482 RAYBURN ST,35.107114,-90.054255,"35.107114, -90.054255"
0 CAPITAL,35.17505078,-90.01584942,"35.17505078, -90.01584942"
1523 BOXWOOD,35.17786,-89.981667,"35.17786, -89.981667"
2226 ELDRIDGE AVE,35.17083,-89.98302,"35.17083, -89.98302"
0 WARFORD ST,35.181058,-89.961426,"35.181058, -89.961426"
3001 CRYSTAL,35.14064594,-89.96115145,"35.14064594, -89.96115145"
638 E MALLORY AVE,35.086556,-90.04178,"35.086556, -90.041780"
2231 KENTUCKY ST,35.086386,-90.065521,"35.086386, -90.065521"
2460 FAXON,35.1517,-89.9766,"35.1517, -89.9766"
0 LYCEUM RD,35.095894,-90.014789,"35.095894, -90.014789"
1834 ROZELLE,35.09515296,-90.00675901,"35.09515296, -90.00675901"
2840 BEECHMONT,35.203002,-90.001834,"35.203002, -90.001834"
0 CLIFTON,35.206399,-89.999392,"35.206399, -89.999392"
2712 WINDSOR PKWY,35.19952,-89.99848,"35.199520, -89.998480"
101 FALLS,35.019187,-90.067104,"35.019187, -90.067104"
0 DODD RD,35.016457,-90.118015,"35.016457, -90.118015"
1106 LATHAM,35.11715,-90.052036,"35.11715, -90.052036"
1541 N PRESTON,35.1051714,-90.05078843,"35.1051714, -90.05078843"
1640 N PRESTON ST,35.102416,-90.050249,"35.102416, -90.050249"
289 MUNFORD,35.10316,-90.05299,"35.10316, -90.05299"
0 E IVORY AVE,35.17223,-90.037105,"35.17223, -90.037105"
0 HYDE PARK,35.172508,-89.984362,"35.172508, -89.984362"
0 SYDNEY ST,35.17363,-89.960488,"35.17363, -89.960488"
0 FAIROAKS,35.167257,-89.941067,"35.167257, -89.941067"
438 W PEEBLES RD,35.067249,-90.078664,"35.067249, -90.078664"
742 KING,35.061036,-90.088846,"35.061036, -90.088846"
3961 MCCAIN RD,35.040515,-90.078725,"35.040515, -90.078725"
0 FORD,35.007708,-90.080565,"35.007708, -90.080565"
5109 HILLBROOK RD,35.009037,-90.061965,"35.009037, -90.061965"
1260 MARGARET,35.00815997,-90.10640443,"35.00815997, -90.10640443"
0 PAMELA,35.223495,-89.987363,"35.223495, -89.987363"
0 RANGE LINE,35.204682,-89.975441,"35.204682, -89.975441"
113 E TRIGG,35.112248,-90.058611,"35.112248, -90.058611"
658 E LUCY,35.113647,-90.040232,"35.113647, -90.040232"
1319 DRIVER ST,35.111249,-90.046304,"35.111249, -90.046304"
1670 PRESTON,35.10155458,-90.05027685,"35.10155458, -90.05027685"
301 MODDER AVE,35.098097,-90.072717,"35.098097, -90.072717"
1750 PENDLETON,35.097239,-89.969711,"35.097239, -89.969711"
0 DENVER RD,35.214636,-89.995283,"35.214636, -89.995283"
333 CHARTER,35.018938,-90.075183,"35.018938, -90.075183"
475 HEWLETT RD,35.016254,-90.07997,"35.016254, -90.079970"
0 MOSBY,35.029619,-90.034835,"35.029619, -90.034835"
MICHIGAN ST,35.111207,-90.057898,"35.111207, -90.057898"
2108 E CLAREMONT CL,35.108993,-89.992765,"35.108993, -89.992765"
3215 E LYNDALE,35.155464,-89.953636,"35.155464, -89.953636"
1611 BRITTON ST,35.180597,-89.987784,"35.180597, -89.987784"
2436 KIMBALL,35.09561919,-89.9820401,"35.09561919, -89.9820401"
1290 EFFIE,35.08680817,-90.02004692,"35.08680817, -90.02004692"
2659 SUPREME AVE,35.10527,-89.973702,"35.10527, -89.973702"
3818 AJANDERS,35.22939163,-89.96344464,"35.22939163, -89.96344464"
4376 HOWARDCREST DR,35.245226,-89.956394,"35.245226, -89.956394"
0 NEW BROWNSVILLE RD,35.239165,-89.878785,"35.239165, -89.878785"
795 EUGENE,35.043063,-90.037323,"35.043063, -90.037323"
0 S LAUDERDALE,35.10339771,-90.04429183,"35.10339771, -90.04429183"
0 HERNANDO,35.095672,-90.026206,"35.095672, -90.026206"
241 VAAL,35.09831,-90.07082,"35.09831, -90.07082"
0 E HENRY,35.160665,-89.948968,"35.160665, -89.948968"
0 E ST CHARLES AVE,35.178736,-90.020484,"35.178736, -90.020484"
2231 CURRY,35.179798,-89.982525,"35.179798, -89.982525"
2278 SHASTA,35.16918,-89.981351,"35.16918, -89.981351"
1541 N LAKE GROVE ST,35.17462,-89.961543,"35.174620, -89.961543"
1674 BROOKINS,35.178196,-89.95524,"35.178196, -89.95524"
1425 ELVIS PRESLEY BLVD,35.107599,-90.021724,"35.107599, -90.021724"
0 S LAUDERDALE,35.084577,-90.044199,"35.084577, -90.044199"
66 E NORWOOD,35.091888,-90.060694,"35.091888, -90.060694"
0 WALES,35.185623,-89.927336,"35.185623, -89.927336"
3433 PINE RIDGE LN,35.025833,-89.949375,"35.025833, -89.949375"
0 S SANTA MONICA ST,34.997638,-90.006457,"34.997638, -90.006457"
87 FARROW AVE,35.113667,-90.059426,"35.113667, -90.059426"
572 STEPHENS,35.120672,-90.042882,"35.120672, -90.042882"
1580 E MCLEMORE AVE,35.11555,-90.0096,"35.11555, -90.0096"
1074 SEATTLE ST,35.11667,-90.00283,"35.11667, -90.00283"
1491 CAMERON ST,35.10655,-90.04955,"35.10655, -90.04955"
886 N HOLMES ST,35.156428,-89.950918,"35.156428, -89.950918"
1506 BOXWOOD,35.17744445,-89.98103168,"35.17744445, -89.98103168"
2431 GOLDEN AVE,35.172671,-89.976082,"35.172671, -89.976082"
2070 E PERSON,35.10004671,-89.99391945,"35.10004671, -89.99391945"
1632 AIRWAYS BLVD,35.101015,-89.986619,"35.101015, -89.986619"
197 MCKELLAR,35.08939,-90.06953,"35.08939, -90.06953"
712 GLANKLER ST,35.151843,-89.96205,"35.151843, -89.962050"
2143 SPARKS ST,35.086808,-90.012111,"35.086808, -90.012111"
438 W PEEBLES,35.067256,-90.07867,"35.067256, -90.07867"
645 PEEBLES,35.066678,-90.085635,"35.066678, -90.085635"
942 W NORA,35.053628,-90.095262,"35.053628, -90.095262"
0 TELLICO,35.24858967,-89.94940996,"35.24858967, -89.94940996"
792 BALTIMORE,35.11056,-89.97266,"35.11056, -89.97266"
1507 S GABAY,35.10589123,-90.03982766,"35.10589123, -90.03982766"
133 VAAL,35.098138,-90.067188,"35.098138, -90.067188"
1084 ARGYLE AVE,35.177037,-90.020691,"35.177037, -90.020691"
1492 LAKE GROVE ST,35.173196,-89.961028,"35.173196, -89.961028"
1449 WABASH,35.10197,-90.01437,"35.10197, -90.01437"
151 W DAVANT,35.088613,-90.067986,"35.088613, -90.067986"
1437 LYCEUM RD,35.095899,-90.015001,"35.095899, -90.015001"
4511 RANGE LINE RD,35.248897,-89.976652,"35.248897, -89.976652"
614 W PEEBLES RD,35.06721,-90.08462,"35.06721, -90.08462"
0 HONDURAS RD,35.014102,-90.082002,"35.014102, -90.082002"
1023 FIELDS RD,35.049293,-90.098223,"35.049293, -90.098223"
0 MORGAN,35.210525,-89.944954,"35.210525, -89.944954"
0 EGYPT CENTRAL RD,35.25202,-89.962233,"35.25202, -89.962233"
1049 SEATTLE ST,35.11718,-90.00333,"35.11718, -90.00333"
1636 GRIMES,35.102625,-90.052507,"35.102625, -90.052507"
1515 BARTON,35.105975,-90.056605,"35.105975, -90.056605"
1494 PATTON,35.106618,-90.053637,"35.106618, -90.053637"
3070 MT OLIVE,35.175411,-89.957906,"35.175411, -89.957906"
0 N BINGHAM,35.160214,-89.971364,"35.160214, -89.971364"
1583 S HIGHLAND ST,35.088227,-89.946666,"35.088227, -89.946666"
2661 DWIGHT,35.084399,-89.974038,"35.084399, -89.974038"
2748 DEADRICK AVE,35.104842,-89.970928,"35.104842, -89.970928"
3700 MART,35.04777767,-90.04883888,"35.04777767, -90.04883888"
1594 HUMBER STS,35.103627,-90.045027,"35.103627, -90.045027"
184 E PRETORIA AVE,35.096605,-90.068992,"35.096605, -90.068992"
185 SILVERAGE AVE,35.098865,-90.068925,"35.098865, -90.068925"
3114 CHELSEA,35.17380411,-89.95643478,"35.17380411, -89.95643478"
0 FELTS STATION RD,35.227978,-90.014635,"35.227978, -90.014635"
3133 CHANDLER ST,35.210953,-89.991603,"35.210953, -89.991603"
2325 NUNNELEE,35.212882,-89.985877,"35.212882, -89.985877"
0 W DIXIE,35.063956,-90.071746,"35.063956, -90.071746"
1264 S WELLINGTON,35.112739,-90.046786,"35.112739, -90.046786"
0 PEARCE ST,35.162419,-90.028602,"35.162419, -90.028602"
1631 S CLANCY ST,35.102243,-90.032835,"35.102243, -90.032835"
1463 ORIOLE ST,35.172415,-89.95877,"35.172415, -89.958770"
280 1ST,35.094027,-90.072081,"35.094027, -90.072081"
1335 SAMPLE ST,35.109028,-89.985915,"35.109028, -89.985915"
858 BREEDLOVE ST,35.163169,-90.02194,"35.163169, -90.02194"
1506 CASTALIA,35.10445369,-89.99430211,"35.10445369, -89.99430211"
1671 CAMERON ST,35.101544,-90.049739,"35.101544, -90.049739"
274 E PERSON,35.101712,-90.053433,"35.101712, -90.053433"
0 TAYNER,35.175027,-89.951535,"35.175027, -89.951535"
2652 BARRON AVE,35.101058,-89.974173,"35.101058, -89.974173"
0 ASHLAND,35.149274,-90.031129,"35.149274, -90.031129"
1549 DONALD,35.074102,-90.011257,"35.074102, -90.011257"
252 W DIXIE RD,35.064427,-90.072502,"35.064427, -90.072502"
0 W CALVIN,35.053117,-90.093722,"35.053117, -90.093722"
0 S WEST MART,35.048732,-90.051468,"35.048732, -90.051468"
0 PITTMAN,35.01704,-90.11572,"35.01704, -90.11572"
0 SCOTLAND,35.215417,-89.956697,"35.215417, -89.956697"
811 HENDERSON,35.12502482,-90.04361513,"35.12502482, -90.04361513"
612 STEPHENS,35.1206695,-90.04150563,"35.1206695, -90.04150563"
1084 ARNOLD,35.117551,-90.041793,"35.117551, -90.041793"
1293 DRIVER,35.1118,-90.04623,"35.1118, -90.04623"
228 VAAL AVE,35.098647,-90.070289,"35.098647, -90.070289"
1516 PATTON ST,35.106023,-90.053658,"35.106023, -90.053658"
1554 CARPENTER ST,35.175007,-89.963055,"35.175007, -89.963055"
2076 E PERSON AVE,35.100027,-89.993758,"35.100027, -89.993758"
0 BROOKLYN,35.10964153,-89.98253012,"35.10964153, -89.98253012"
1849 OZARK ST,35.182351,-89.926699,"35.182351, -89.926699"
0 AUDIE DR,35.044988,-90.090787,"35.044988, -90.090787"
3565 S HICKY ST,35.051386,-90.102008,"35.051386, -90.102008"
0 IVAN,35.039372,-90.060414,"35.039372, -90.060414"
0 KERR AVE,35.107629,-90.034941,"35.107629, -90.034941"
1335 SAMPLE,35.109035,-89.985921,"35.109035, -89.985921"
1486 KYLE ST,35.105217,-90.004524,"35.105217, -90.004524"
706 E PERSON AV,35.10129,-90.039011,"35.10129, -90.039011"
1628 KANSAS,35.103085,-90.064448,"35.103085, -90.064448"
1110 BILTMORE ST,35.162352,-89.940929,"35.162352, -89.940929"
0 W DAVANT,35.089045,-90.069052,"35.089045, -90.069052"
2975 EAST ST,35.206875,-89.919536,"35.206875, -89.919536"
0 W TURQUOIS DR,35.22704,-89.93378,"35.22704, -89.93378"
0 NORTH AVE,35.349962,-89.889842,"35.349962, -89.889842"
498 E WALKER,35.119883,-90.045423,"35.119883, -90.045423"
726 E TRIGG AVE,35.112381,-90.038089,"35.112381, -90.038089"
960 ROLAND ST,35.119632,-90.008359,"35.119632, -90.008359"
0 N MCNEIL,35.175391,-90.007226,"35.175391, -90.007226"
2208 CURRY AVE,35.180259,-89.983301,"35.180259, -89.983301"
0 FIRST,35.093484,-90.072024,"35.093484, -90.072024"
323 OUTER PKWY,35.093794,-90.073709,"35.093794, -90.073709"
0,35.212968,-90.018732,"35.212968, -90.018732"
0 MILLBROOK AVE,35.22171,-89.98538,"35.22171, -89.98538"
5005 AMERICAN,35.07495555,-89.89619124,"35.07495555, -89.89619124"
0 FORD FRD,35.007148,-90.08104,"35.007148, -90.08104"
0 E RAINES,35.034349,-90.05873,"35.034349, -90.05873"
3482 AARON RD,35.053479,-90.101991,"35.053479, -90.101991"
809 E RICHMOND AVE,35.110742,-90.035558,"35.110742, -90.035558"
0 HEMLOCK,35.108398,-90.022506,"35.108398, -90.022506"
1308 RIDGEWAY ST,35.11116,-90.03204,"35.11116, -90.03204"
868 N 3RD ST,35.16562,-90.041953,"35.16562, -90.041953"
1389 WOODBINE ST,35.108568,-90.02219,"35.108568, -90.022190"
1669 SHADOWLAWN,35.101553,-90.048559,"35.101553, -90.048559"
3094 CHELSEA,35.173855,-89.957059,"35.173855, -89.957059"
773 BINGHAM,35.156127,-89.97135,"35.156127, -89.971350"
1269 GRAND ST,35.1062,-89.98277,"35.1062, -89.98277"
3869 EAGLE NEST TRL,35.25277,-89.93499,"35.25277, -89.93499"
0 SIMPSON,35.115007,-90.057873,"35.115007, -90.057873"
0 SPOTTSWOOD,35.11403642,-89.97741222,"35.11403642, -89.97741222"
0 MILLER,35.101435,-90.041712,"35.101435, -90.041712"
173 S PARKWAY E,35.107281,-90.056689,"35.107281, -90.056689"
1481 PATTON ST,35.107,-90.05405,"35.107, -90.05405"
0 E GUERNSEY AVE,35.158496,-89.948565,"35.158496, -89.948565"
1324 HYDE PARK BLVD,35.172502,-89.984356,"35.172502, -89.984356"
804 E BODLEY,35.084434,-90.036257,"35.084434, -90.036257"
817 E DEMPSTER,35.084848,-90.035773,"35.084848, -90.035773"
0 DEADRICK,35.104842,-89.970928,"35.104842, -89.970928"
0 MARSH,35.211802,-90.0392,"35.211802, -90.0392"
2944 BIRCHDALE DR,35.206147,-90.000101,"35.206147, -90.000101"
2601 BETHLEHEM,35.202026,-89.977119,"35.202026, -89.977119"
2503 STEELE ST,35.19374,-90.01462,"35.19374, -90.01462"
1486 KYLE,35.10521689,-90.00452352,"35.10521689, -90.00452352"
1507 MCMILLAN,35.105961,-90.042836,"35.105961, -90.042836"
354 W DISON AVE,35.10167,-90.07446,"35.10167, -90.07446"
238 W KIRK AVE,35.100016,-90.070413,"35.100016, -90.070413"
1565 RAYBURN,35.104638,-90.05487,"35.104638, -90.05487"
590 E ARRINGTON AVE,35.17205,-90.03739,"35.17205, -90.03739"
0 E MALLORY,35.086904,-90.062373,"35.086904, -90.062373"
849 BUNTYN ST,35.108868,-89.972349,"35.108868, -89.972349"
0 BEECHMONT,35.200763,-90.003717,"35.200763, -90.003717"
2840 BEECHMONT,35.203008,-90.00184,"35.203008, -90.00184"
1268 MARGARET,35.0080197,-90.10668405,"35.0080197, -90.10668405"
1437 CAMERON ST,35.107964,-90.049763,"35.107964, -90.049763"
578 BOSTON ST,35.116351,-89.973176,"35.116351, -89.973176"
1485 S MILLER ST,35.106478,-90.041509,"35.106478, -90.041509"
0 W PERSON,35.102095,-90.067484,"35.102095, -90.067484"
0 ECHLES,35.084651,-89.93572,"35.084651, -89.93572"
3866 RONNIE RD,35.19049,-89.93123,"35.19049, -89.93123"
2815 W LAKE SHORE DR,35.202382,-89.974806,"35.202382, -89.974806"
271 MUNFORD,35.103157,-90.053572,"35.103157, -90.053572"
833 ARCHIE DR,35.25805,-90.03742,"35.25805, -90.03742"
789 HENDERSON PL,35.125627,-90.043511,"35.125627, -90.043511"
1818 FARRINGTON ST,35.098036,-90.073992,"35.098036, -90.073992"
1591 FLORIDA,35.104062,-90.062916,"35.104062, -90.062916"
1206 LOUISVILLE,35.176131,-90.01667684,"35.176131, -90.01667684"
4285 S SEWANEE RD,35.031679,-90.124551,"35.031679, -90.124551"
0 ELMORE PARK,35.207291,-89.855364,"35.207291, -89.855364"
510 WICKS,35.121445,-90.044882,"35.121445, -90.044882"
575 WICKS AVE,35.121022,-90.042828,"35.121022, -90.042828"
1052 SHAW,35.11828461,-90.03916587,"35.11828461, -90.03916587"
734 MARECHALNEIL ST,35.112224,-89.979255,"35.112224, -89.979255"
0 E WALDORF,35.105261,-90.051034,"35.105261, -90.051034"
1086 FIRESTONE,35.174348,-90.020707,"35.174348, -90.020707"
3057 SHANNON,35.180086,-89.958128,"35.180086, -89.958128"
831 HAYNES ST,35.10945,-89.966051,"35.109450, -89.966051"
702 E DEMPSTER AVE,35.0855,-90.039652,"35.085500, -90.039652"
126 W BROOKS,35.0637316,-90.06804046,"35.0637316, -90.06804046"
645 W PEEBLES RD,35.066685,-90.085643,"35.066685, -90.085643"
695 W FLYNN RD,35.064782,-90.087148,"35.064782, -90.087148"
0 S WEST MART RD,35.046865,-90.051579,"35.046865, -90.051579"
0 RUGBY PL,35.206288,-90.003351,"35.206288, -90.003351"
1180 BEECHWOOD,35.118336,-90.022725,"35.118336, -90.022725"
1321 JAMES,35.11047,-90.023712,"35.11047, -90.023712"
1494 MARJORIE,35.10616,-90.03676,"35.10616, -90.03676"
0 CLANCY AVE,35.103816,-90.032144,"35.103816, -90.032144"
303 W DISON,35.101128,-90.072816,"35.101128, -90.072816"
1588 S HANAUER,35.104183,-90.069507,"35.104183, -90.069507"
268 SCOTT,35.139727,-89.966983,"35.139727, -89.966983"
0 BAMMEL,35.177313,-90.018681,"35.177313, -90.018681"
4577 RALEIGH LAGRANGE RD,35.200372,-89.918506,"35.200372, -89.918506"
0 CABLE,35.11203,-89.979701,"35.11203, -89.979701"
1637 S HUMBER ST,35.101876,-90.045809,"35.101876, -90.045809"
1750 S FARRINGTON ST,35.099917,-90.073916,"35.099917, -90.073916"
0 BREEDLOVE,35.176638,-90.021126,"35.176638, -90.021126"
1411 BRITTON,35.175057,-89.988084,"35.175057, -89.988084"
1491 MAPLEWOOD ST,35.17696,-89.97921,"35.17696, -89.97921"
3076 SHANNON AVE,35.180533,-89.957572,"35.180533, -89.957572"
1622 ORR ST,35.17676,-89.95434,"35.17676, -89.95434"
53 W GAGE,35.087404,-90.064705,"35.087404, -90.064705"
0 BROOKLYN AVE,35.109642,-89.98253,"35.109642, -89.982530"
1330 KEATING ST,35.105735,-89.980708,"35.105735, -89.980708"
0 FLYNN,35.06535,-90.07867,"35.06535, -90.07867"
1568 S MILLER ST,35.104183,-90.041223,"35.104183, -90.041223"
0 BENJESTOWN,35.208107,-90.040811,"35.208107, -90.040811"
755 FLEET,35.126285,-90.036052,"35.126285, -90.036052"
1333 S WELLINGTON,35.110724,-90.047141,"35.110724, -90.047141"
0 EDITH,35.116685,-90.019242,"35.116685, -90.019242"
298 FIELDS AVE,35.103852,-90.072493,"35.103852, -90.072493"
280 WEAVER,35.102891,-90.053221,"35.102891, -90.053221"
1638 PATTON ST,35.102641,-90.053782,"35.102641, -90.053782"
